anime_id,Genres,English name,Type,Episodes,Studios,Source
1084,"Romance, Drama",I''s,OVA,2,Studio Pierrot,Manga
1085,"Adventure, Horror, Mystery",Unknown,OVA,3,Toei Animation,Visual novel
1086,"Adventure, Comedy, Mecha, Military, Romance, Sci-Fi, Shounen",Mars Daybreak,TV,26,Bones,Original
1087,"Comedy, Drama, Romance, School, Shounen, Slice of Life, Super Power",Unknown,TV,48,Studio Pierrot,Manga
1088,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Macross,TV,36,Tatsunoko Production,Original
1089,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha",Unknown,Movie,1,"Artland, Tatsunoko Production",Original
1090,"Action, Military, Sci-Fi, Adventure, Space, Drama, Mecha",Unknown,Movie,1,Sunrise,Original
1091,"Action, Military, Sci-Fi, Space, Drama, Mecha",Unknown,Movie,1,Sunrise,Original
1092,"Action, Military, Sci-Fi, Adventure, Space, Drama, Mecha",Unknown,Movie,1,Sunrise,Original
1093,"Comedy, Slice of Life, Seinen",Unknown,TV,136,Shin-Ei Animation,Manga
1094,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Unknown,Special,1,Toei Animation,Manga
1095,"Drama, Mecha, Military, Police",Patlabor:The Movie,Movie,1,"Production I.G, Studio Deen",Original
1096,"Military, Sci-Fi, Mystery, Police, Drama, Mecha",Mobile Police Patlabor 2:The Movie,Movie,1,"Production I.G, Production Reed",Original
1097,"Drama, Ecchi, Harem, Historical, Mecha, Supernatural",Unknown,TV,13,Studio Hibari,Visual novel
1098,"Adventure, Comedy, Fantasy, Shounen",Samurai Girl Real Bout High School,TV,13,Gonzo,Light novel
1099,"Adventure, Drama, Fantasy, Shounen",Unknown,OVA,1,Unknown,Unknown
1100,"Sci-Fi, Adventure, Comedy",Starship Girl Yamamoto Yohko,OVA,3,J.C.Staff,Novel
1101,"Action, Comedy, Sci-Fi, Shounen, Space",Tenchi the Movie 2:Daughter of Darkness,Movie,1,AIC,Unknown
1102,"Action, Historical, Military, Sci-Fi",Unknown,ONA,5,Romanov Films,Unknown
1103,"Ecchi, Comedy, Mecha, Romance, Sci-Fi",Marriage of God & Soul Godannar!!,TV,13,OLM,Original
1104,"Ecchi, Comedy, Mecha, Romance, Sci-Fi",Unknown,TV,13,OLM,Original
1105,"Comedy, Psychological",Unknown,OVA,6,Studio 4°C,Unknown
1106,"Psychological, Comedy",Unknown,Movie,1,Studio 4°C,Original
1107,"Action, Adventure, Demons, Drama, Horror, Super Power",Wicked City,Movie,1,Madhouse,Novel
1108,"Magic, Adventure, Fantasy, Supernatural, Historical, Shounen",Soul Hunter,TV,26,Studio Deen,Manga
1109,"Drama, Horror, Mystery, Seinen",Unknown,Special,1,Madhouse,Manga
1110,"Adventure, Music, Comedy, Magic, Romance, Shoujo",Unknown,TV,39,"Actas, SynergySP",Manga
1111,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",Unknown,OVA,1,Gonzo,Original
1112,"Action, Adventure, Comedy, Ecchi, Mecha, Sci-Fi, Space",Unknown,OVA,1,Gonzo,Original
1113,Hentai,Unknown,OVA,3,Arms,Visual novel
1115,"Romance, Shoujo",Handsome Girl,OVA,1,J.C.Staff,Manga
1116,"Slice of Life, Drama",Unknown,Movie,1,Triangle Staff,Novel
1117,"Adventure, Comedy, Kids, Drama, Fantasy",Pokemon:The Movie 2000,Movie,1,OLM,Game
1118,"Action, Adventure, Comedy, Kids, Drama, Fantasy",Pokemon 3:The Movie,Movie,1,OLM,Game
1119,"Adventure, Comedy, Kids, Drama, Fantasy",Pokemon 4Ever,Movie,1,OLM,Game
1120,"Adventure, Comedy, Drama, Fantasy, Kids",Pokemon Heroes,Movie,1,OLM,Game
1121,"Adventure, Comedy, Kids, Drama, Fantasy",Pokemon:Jirachi Wishmaker,Movie,1,OLM,Game
1122,"Action, Sci-Fi, Adventure, Comedy, Kids, Fantasy",Pokemon:Destiny Deoxys,Movie,1,OLM,Game
1123,"Adventure, Fantasy, Shounen, Supernatural",Beet the Vandel Buster Excellion,TV,25,Toei Animation,Manga
1124,"Military, Romance, Sci-Fi, Space",Crest of the Stars:Birth,Special,1,Sunrise,Light novel
1126,"Sci-Fi, Slice of Life",Unknown,TV,13,OLM,Original
1127,"Comedy, Ecchi, Magic, Sci-Fi",UFO Ultramaiden Valkyrie,TV,12,TNK,Manga
1128,"Comedy, Romance, Sci-Fi",UFO Ultramaiden Valkyrie 2:December Nocturne,TV,12,TNK,Manga
1129,"Sci-Fi, Comedy, Romance",Unknown,Special,1,TNK,Manga
1130,"Action, Drama, Fantasy, Romance, Sci-Fi",Once Upon A Time,Movie,1,"Kaname Productions, Idol",Original
1132,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Digimon Frontier,TV,50,Toei Animation,Original
1133,"Action, Comedy, Harem, Mecha, Police, Sci-Fi, Shounen, Space",Unknown,TV,26,AIC,Original
1135,"Action, Fantasy, Magic, Super Power",Munto 2:Beyond the Walls of Time,OVA,1,Kyoto Animation,Original
1136,"Action, Adventure, Psychological, Comedy, Mecha, Drama, Horror, Mystery, Sci-Fi",Unknown,TV,26,Sunrise,Original
1137,"Sci-Fi, Adventure, Drama, Fantasy, Shounen",Shinzo,TV,32,Toei Animation,Original
1138,"Adventure, Comedy, Sci-Fi, Shounen",Medabots,TV,52,Bee Train,Game
1139,"Kids, Adventure, Fantasy",Unknown,TV,13,Group TAC,Novel
1140,"Adventure, Drama, Fantasy, Romance, Sci-Fi",Origin:Spirits of the Past,Movie,1,Gonzo,Original
1141,"Adventure, Drama, Fantasy, Romance",A Tree of Palme,Movie,1,Palm Studio,Unknown
1142,"Drama, Josei, Romance, Slice of Life",Honey and Clover II,TV,12,J.C.Staff,Manga
1143,"Adventure, Fantasy, Game, Magic, Mystery, Sci-Fi",Unknown,Special,1,Bee Train,Original
1144,"Sci-Fi, Drama, Romance, Shounen",Tenchi Forever!,Movie,1,Unknown,Unknown
1145,"Action, Mystery, Drama, Shounen",Kaze no Yojimbo,TV,25,Studio Pierrot,Original
1146,"Comedy, Harem, Romance, Sci-Fi, Shounen",Tenchi Muyo! Ryo-Ohki:The Night Before The Carnival,OVA,1,AIC,Original
1147,"Action, Sci-Fi, Harem, Space, Comedy, Shounen",Unknown,OVA,1,AIC,Original
1148,"Historical, Horror, Supernatural",Doomed Megalopolis,OVA,4,Madhouse,Novel
1149,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",Super Heavy God Gravion Zwei,TV,12,Gonzo,Original
1150,"Action, Adventure, Fantasy, Magic, Supernatural",Legend of Crystania,OVA,3,Triangle Staff,Unknown
1151,"Sci-Fi, Comedy, Police, Mecha",Unknown,OVA,4,Agent 21,Manga
1152,"Police, Comedy, Mecha, Sci-Fi, Shounen",Unknown,OVA,6,J.C.Staff,Manga
1153,"Action, Police, Martial Arts, Romance, Drama, Seinen",Unknown,OVA,6,Toei Animation,Manga
1154,"Adventure, Drama, Sci-Fi",E.Y.E.S. of Mars,Movie,1,Toei Animation,Unknown
1155,"Adventure, Comedy, Sci-Fi, Space",Unknown,OVA,6,Gonzo,Game
1156,"Action, Drama, Mystery, Sci-Fi",Zaion:I Wish You Were Here,TV,4,Gonzo,Original
1157,"Action, Adventure, Fantasy, Sci-Fi, Shounen",Unknown,TV,25,Gonzo,Game
1158,"Adventure, Comedy, Shounen, Supernatural",Geobreeders:(File-X) Get Back The Kitty,OVA,3,Chaos Project,Manga
1159,"Adventure, Comedy, Sci-Fi, Shounen",Geobreeders:Breakthrough,OVA,4,Unknown,Manga
1160,"Action, Mecha, Sci-Fi",Unknown,Movie,1,Unknown,Unknown
1161,"Adventure, Comedy, Fantasy, Mecha, Shounen",Maze:The Mega-Burst Space,TV,25,J.C.Staff,Manga
1162,"Adventure, Comedy, Fantasy, Mecha, Shounen",Maze:The Mega-Burst Space OVA,OVA,2,J.C.Staff,Manga
1163,"Adventure, Horror, Mecha",Unknown,TV,48,Studio Pierrot,Original
1164,"Adventure, Comedy, Fantasy, Magic, Shounen",Rune Soldier,TV,24,J.C.Staff,Light novel
1165,"Adventure, Mecha, Sci-Fi, Shounen",Unknown,OVA,4,Radix,Game
1166,"Adventure, Mecha, Sci-Fi, Shounen",Sakura Wars:The Gorgeous Blooming Cherry Blossoms,OVA,6,Radix,Game
1167,"Action, Historical, Seinen",Unknown,TV,12,Studio Egg,Manga
1168,"Adventure, Comedy, Drama, Military, Sci-Fi, Space",Irresponsible Captain Tylor OVA,OVA,10,Studio Deen,Unknown
1169,"Adventure, Drama, Sci-Fi",Unknown,OVA,3,AIC,Original
1170,"Adventure, Comedy, Supernatural, Magic, Fantasy, Shounen",Slayers:The Book of Spells,OVA,3,J.C.Staff,Light novel
1171,"Adventure, Comedy, Demons, Supernatural, Magic, Fantasy, Shounen",Slayers Excellent,OVA,3,J.C.Staff,Light novel
1172,"Adventure, Comedy, Demons, Magic, Fantasy, Shounen",Unknown,TV,26,J.C.Staff,Light novel
1174,"Fantasy, Magic, Romance",Munto,OVA,1,Kyoto Animation,Original
1175,"Sci-Fi, Comedy, Sports, Shounen",Metal Fighter Miku,TV,13,J.C.Staff,Original
1176,"Action, Adventure, Fantasy",Mask of Zeguy,OVA,2,Unknown,Original
1177,"Sci-Fi, Horror, Psychological, School",Unknown,OVA,4,J.C.Staff,Manga
1178,"Action, Sci-Fi, Mecha",Detonator Orgun,OVA,3,"AIC, Artmic",Original
1179,"Sci-Fi, Adventure, Space, Supernatural, Mecha, Shounen",Shingu:Secret of the Stellar Wars,TV,26,Madhouse,Original
1180,"Action, Comedy, Police, Romance, Sci-Fi",Unknown,TV,25,Studio Pierrot,Manga
1181,"Action, Adventure, Comedy, Fantasy, Magic",Ruin Explorers Fam & Ihrie,OVA,4,Ajia-Do,Manga
1182,"Action, Fantasy, Magic, Romance",Unknown,OVA,6,Triangle Staff,Original
1183,"Action, Ecchi, Martial Arts, Shounen, Super Power",Unknown,OVA,3,Chaos Project,Game
1184,"Adventure, Comedy, Drama, Sci-Fi, Shounen, Space",Unknown,TV,26,E&G Films,Light novel
1185,"Action, Comedy, Ecchi, Sci-Fi, Shounen, Space, Sports",Battle Athletes,OVA,6,AIC,Original
1186,"Action, Sci-Fi, Adventure, Comedy, Sports, Drama, School, Shounen",Battle Athletes Victory,TV,26,AIC,Original
1187,"Comedy, Drama, Sci-Fi",Unknown,OVA,3,Madhouse,Manga
1188,"Comedy, Slice of Life",Unknown,TV,24,Studio Deen,4-koma manga
1189,"Action, Adventure, Fantasy, Romance, Sci-Fi",Unknown,TV,26,Studio Deen,Manga
1190,"Adventure, Comedy, Sports, Shounen",Prince of Tennis:A Day of the Survival Mountain,OVA,1,Production I.G,Manga
1191,"Action, Sci-Fi, Harem, Comedy, Romance, Mecha",Unknown,OVA,6,Hal Film Maker,Novel
1192,"Horror, Psychological, Supernatural",Kakurenbo:Hide & Seek,Movie,1,Yamato Works,Original
1193,"Comedy, Magic, Fantasy, School",Unknown,TV,13,Studio Hibari,Light novel
1194,"Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen",Unknown,TV,12,ufotable,Original
1195,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",The Familiar of Zero,TV,13,J.C.Staff,Light novel
1196,"Comedy, Parody",Unknown,TV,12,Artland,Manga
1198,"Comedy, Romance, School, Slice of Life",Unknown,TV,12,"Trinet Entertainment, Studio Hibari",Visual novel
1199,"Comedy, Kids",Unknown,TV,Unknown,Ajia-Do,Manga
1200,"Adventure, Samurai, Fantasy",Gun Samurai,TV,26,ACC Production,Original
1202,"Action, Adventure, Fantasy, Magic, Sci-Fi",Unknown,OVA,1,Trans Arts,Game
1203,"Historical, Music",Unknown,Movie,1,Unknown,Unknown
1204,"Drama, Fantasy, Kids",Unknown,Movie,1,Tamura Shigeru Studio,Original
1205,"Adventure, Fantasy",Unknown,ONA,6,Unknown,Original
1206,"Drama, Historical, Slice of Life",Spring and Chaos,Movie,1,Group TAC,Novel
1207,"Drama, Fantasy, Psychological, Romance, Shoujo",Fantasy of a Kitten,Movie,1,Mushi Production,Manga
1208,"Adventure, Historical, Demons, Supernatural, Fantasy",Taro the Dragon Boy,Movie,1,Toei Animation,Novel
1209,"Action, Sports, Seinen",Nasu:Summer in Andalusia,Movie,1,"Madhouse, Telecom Animation Film",Manga
1210,"Comedy, Psychological, Drama, Romance",Welcome to the N.H.K.,TV,24,Gonzo,Novel
1211,"Action, Adventure, Mecha, Military, Romance, Sci-Fi, Space",Unknown,Movie,1,Triangle Staff,Original
1212,"Adventure, Mecha, Sci-Fi, Shounen",Unknown,TV,26,Hal Film Maker,Original
1214,"Slice of Life, Comedy, Drama, Seinen",Unknown,TV,10,Toei Animation,Manga
1215,"Space, Mecha, Military, Sci-Fi",Unknown,ONA,3,Sunrise,Original
1216,"Drama, Romance, Shounen Ai",I Shall Never Return,OVA,1,J.C.Staff,Manga
1217,"Comedy, Romance, Drama, Shounen Ai",Unknown,OVA,1,Unknown,Manga
1218,"Comedy, Drama, Ecchi, Romance, School",Unknown,TV,13,Daume,Manga
1219,"Comedy, Drama, Romance, Ecchi",Unknown,TV,24,Nomad,Manga
1220,"Romance, Sci-Fi",Hoshizora Kiseki,ONA,1,CoMix Wave Films,Original
1221,"Action, Comedy, Magic, School, Sci-Fi, Shoujo, Slice of Life, Super Power",Powerpuff Girls Z,TV,52,Toei Animation,Other
1222,"Slice of Life, Drama, Romance, Shoujo",Unknown,TV,26,Artland,Manga
1223,Shoujo,Unknown,ONA,1,Unknown,Unknown
1224,"Action, Sci-Fi, Adventure, Music, Super Power, Supernatural, Romance, Fantasy, Shounen",Aquarian Age:Sign for Evolution,TV,13,Madhouse,Card game
1225,"Action, Adventure, Horror, Demons, Romance, Fantasy",3x3 Eyes:Legend of the Divine Demon,OVA,3,Studio Junio,Manga
1226,"Action, Adventure, Space, Comedy, Romance, Drama, Sci-Fi",Angel Links,TV,13,Sunrise,Novel
1227,"Space, Supernatural, Demons, Historical, Horror, Sci-Fi, Shounen",Shuten Doji - The Star Hand Kid,OVA,4,Studio Signal,Manga
1228,"Action, Comedy, Ecchi, Fantasy, Supernatural",Sorcerer on the Rocks,OVA,2,Daume,Manga
1230,"Adventure, Drama, Mecha, Military, Sci-Fi",Unknown,TV,12,Brain's Base,Original
1231,"Action, Adventure, Comedy, Harem, Mecha, Sci-Fi",Unknown,TV,26,Hal Film Maker,Unknown
1232,"Action, Comedy, Harem, Mecha, Sci-Fi",Saber Marionette R,OVA,3,Zero-G Room,Unknown
1233,"Action, Comedy, Military, Romance, Shounen",801 T.T.S. Airbats,OVA,7,Studio Fantasia,Manga
1234,"Comedy, Ecchi, Romance, Sci-Fi",Unknown,OVA,1,Tokyo Kids,Original
1235,"Ecchi, Comedy, Romance",I''s Pure Bonus,Special,5,Studio Pierrot,Manga
1236,"Adventure, Mecha, Sci-Fi, Shounen, Space",Spaceketeers,TV,73,Toei Animation,Original
1237,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power","One Piece Special:Open Upon the Great Sea! A Father's Huge, HUGE Dream!",Special,1,Toei Animation,Manga
1238,"Adventure, Comedy, Fantasy, Shounen",Unknown,Special,1,Toei Animation,Manga
1239,"Drama, Magic, Romance, Shoujo",Sailor Moon SuperS,TV,39,Toei Animation,Manga
1240,"Drama, Magic, Shoujo",Sailor Moon SuperS the Movie:Black Dream Hole,Movie,1,"Toei Animation, Production Reed",Manga
1241,"Drama, Mecha, Military, Sci-Fi, Space",Mobile Suit Gundam SEED Destiny Final Plus:The Chosen Future,OVA,1,Sunrise,Original
1243,"Sci-Fi, Mystery, Psychological, Supernatural, Drama",Unknown,TV,24,Bee Media,Manga
1244,"Action, Mecha, Supernatural, Drama, Sci-Fi",Guardian of Darkness,OVA,3,J.C.Staff,Original
1245,"Action, Sci-Fi, Horror, Demons, Supernatural, Drama, Shoujo",Twilight Of The Dark Master,OVA,1,"Madhouse, Production Reed",Manga
1246,"Action, Military, Mystery, Psychological, Drama, Seinen",Yugo The Negotiator,TV,13,Artland,Manga
1247,"Sci-Fi, Adventure, Comedy, Shounen",Project Blue Earth SOS,TV,6,A.C.G.T.,Unknown
1248,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi",Z.O.E. 2167 Idolo,OVA,1,Sunrise,Game
1249,"Action, Adventure, Space, Comedy, Mecha, Military, Sci-Fi",Zone of the Enders:Dolores,TV,26,Sunrise,Game
1250,"Adventure, Comedy, Super Power, Magic, Romance, Fantasy, Shounen",Elemental Gelade,TV,26,Xebec,Manga
1251,"Adventure, Comedy, Historical, Romance, Sci-Fi",Nadia:Secret of Blue Water,TV,39,Gainax,Original
1252,"Action, Adventure, Drama, Historical, Mystery, Romance, Sci-Fi",Nadia:The Secret of Blue Water - The Motion Picture,Movie,1,"Gainax, Group TAC",Original
1253,"Action, Adventure, Demons, Fantasy, Sci-Fi, Shounen, Super Power",Saint Seiya:The Hades Chapter - Inferno,OVA,12,Toei Animation,Manga
1254,"Adventure, Fantasy, Sci-Fi, Shounen",Saint Seiya:Knights of the Zodiac,TV,114,Toei Animation,Manga
1255,"Adventure, Fantasy, Sci-Fi, Shounen",Unknown,Movie,1,Toei Animation,Unknown
1256,"Adventure, Sci-Fi, Shounen",Saint Seiya the Movie:Evil Goddess Eris,Movie,1,Toei Animation,Unknown
1257,"Adventure, Sci-Fi, Shounen",Saint Seiya:The Hades Chapter - Sanctuary,OVA,13,Toei Animation,Manga
1258,"Adventure, Sci-Fi, Shounen",Unknown,Movie,1,Toei Animation,Unknown
1259,"Adventure, Sci-Fi, Shounen",Saint Seiya:The Heaven Chapter - Overture,Movie,1,Toei Animation,Manga
1260,"Adventure, Sci-Fi, Shounen",Unknown,Movie,1,Toei Animation,Unknown
1261,"Action, Comedy, Mecha, Super Power, Sci-Fi, Shounen",Samurai Pizza Cats,TV,54,Tatsunoko Production,Original
1262,"Adventure, Space, Mecha, Military, Sci-Fi, Shounen",Unknown,OVA,6,AIC,Original
1263,"Drama, Fantasy, Hentai, Romance",Wet Summer Days,OVA,3,APPP,Visual novel
1264,"Adventure, Samurai, Sci-Fi, Shounen",Ronin Warriors,TV,39,Sunrise,Original
1265,"Adventure, Fantasy, Samurai, Shounen",Ronin Warriors Gaiden,OVA,2,Sunrise,Unknown
1266,"Adventure, Samurai, Fantasy, Shounen",Ronin Warriors Legend of Kikoutei,OVA,4,Sunrise,Unknown
1267,"Adventure, Fantasy, Samurai, Shounen",Ronin Warriors Message,OVA,5,Sunrise,Unknown
1268,"Action, Super Power, Drama",Aquarian Age:The Movie,OVA,1,Madhouse,Card game
1269,"Action, Demons, Horror",Unknown,OVA,1,Madhouse,Manga
1270,"Action, Military, Sci-Fi, Mecha",Unknown,OVA,1,"AIC, animate Film",Manga
1271,"Comedy, Romance, Ecchi, School",Very Private Lesson,OVA,2,AIC,Manga
1272,"Hentai, Demons",La Blue Girl,OVA,6,Unknown,Manga
1273,"Hentai, Demons",La Blue Girl Returns,OVA,4,Arms,Manga
1274,"Hentai, Demons",Lady Blue,OVA,4,Unknown,Unknown
1275,"Fantasy, Hentai, Romance",Can Can Bunny,OVA,6,Unknown,Visual novel
1276,"Action, Adventure, Demons, Drama, Fantasy, Magic",Unknown,OVA,7,Tokyo Kids,Game
1277,"Adventure, Fantasy, Magic, Demons, Drama",Ys II:Castle in the Heavens,OVA,4,Unknown,Game
1278,"Comedy, Magic, Romance, Shoujo",Sailor Moon SuperS Plus:Ami's First Love,Special,1,Toei Animation,Manga
1279,"Adventure, Historical, Sci-Fi",The Mysterious Cities of Gold,TV,39,Studio Pierrot,Novel
1280,"Fantasy, Magic, Comedy, Supernatural, Horror",Devil Hunter Yohko,OVA,6,Madhouse,Original
1281,"Mystery, Horror, Supernatural",Ghost Stories,TV,19,Studio Pierrot,Original
1283,"Adventure, Comedy, Fantasy",Gestalt,OVA,2,Unknown,Manga
1284,"Comedy, Fantasy",Jewel BEM Hunter Lime,OVA,3,Production Reed,Visual novel
1285,"Action, Military, Sci-Fi, Mecha",Unknown,OVA,1,Zero-G Room,Original
1286,"Action, Military, Sci-Fi, Mecha",Unknown,OVA,1,Zero-G Room,Original
1287,"Action, Sci-Fi, Adventure, Space, Drama",Odin:Starlight Mutiny,Movie,1,"Toei Animation, Studio World",Original
1288,"Comedy, Mecha, Police, Sci-Fi",Patlabor:The Mobile Police,OVA,7,Studio Deen,Original
1289,"Sci-Fi, Comedy, Police, Mecha",Mobile Police Patlabor:The New Files,OVA,16,Sunrise,Original
1290,"Sci-Fi, Police, Mecha",Patlabor Movie 3:WXIII,Movie,1,Madhouse,Original
1292,"Action, Adventure, Samurai",Afro Samurai,TV,5,Gonzo,Original
1293,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",Urusei Yatsura,TV,195,"Studio Pierrot, Studio Deen",Manga
1295,"Action, Adventure, Comedy, Romance, Sci-Fi, Super Power",Project A-ko:Uncivil Wars,OVA,2,Studio Fantasia,Original
1296,"Action, Comedy, Mecha, Sci-Fi, Super Power",Unknown,OVA,1,APPP,Original
1297,"Action, Comedy, Mecha, Sci-Fi, Super Power",Unknown,OVA,1,Studio Fantasia,Original
1298,"Action, Comedy, Mecha, Sci-Fi, Super Power",Project A-ko:Love & Robots,OVA,1,Studio Fantasia,Original
1299,"Mecha, Military",Unknown,ONA,13,The Answer Studio,Original
1300,"Comedy, Shounen",Unknown,TV,24,APPP,Manga
1301,"Sci-Fi, Adventure, Space, Drama, Fantasy",Galaxy Express 999,Movie,1,Toei Animation,Manga
1302,"Sci-Fi, Adventure, Space, Drama",Adieu Galaxy Express 999,Movie,1,"Toei Animation, Studio World",Manga
1303,"Action, Drama, Sci-Fi",The Animatrix,OVA,9,"Madhouse, Studio 4°C",Other
1311,"Ecchi, Romance, Comedy, Sci-Fi, Drama",Chobits:Hibiya and Kotoko Chat,Special,1,Madhouse,Manga
1312,"Military, Sci-Fi, Adventure, Comedy, Mecha",Unknown,TV,26,Xebec,Original
1313,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Digimon Adventure 02,TV,50,Toei Animation,Original
1314,"Action, Sci-Fi, Shounen",DT Eightron,TV,26,Sunrise,Original
1316,"Game, School, Sports",Idaten Jump,TV,52,Production I.G,Manga
1317,"Sports, Shounen",The Illusionary Golden Bowl,Special,1,Production I.G,Manga
1324,"Drama, Shoujo, Shounen Ai",Earthian,OVA,4,"J.C.Staff, Production Reed",Manga
1325,"Adventure, Drama, Fantasy",Violinist of Hamelin,TV,25,Studio Deen,Manga
1327,"Action, Comedy, Drama, Romance, School, Shounen, Sports",Blue Legend Shoot!,TV,58,Toei Animation,Manga
1328,"Sports, Comedy, Romance, Seinen",One Pound Gospel,OVA,1,Gallop,Manga
1329,"Historical, Drama",Rail of the Star:A True Story of Children,Movie,1,Madhouse,Novel
1331,"Action, Adventure, Comedy, Fantasy, Hentai, Magic, Supernatural",Unknown,OVA,3,AIC,Unknown
1332,"Fantasy, Hentai",The Elven Bride,OVA,2,Unknown,Unknown
1333,"Adventure, Comedy, Kids, Fantasy",Noozles,TV,26,Nippon Animation,Original
1335,"Sci-Fi, Comedy, Mecha",Ghost in the Shell:Stand Alone Complex:Tachikomatic Days,Special,26,Production I.G,Unknown
1336,"Action, Adventure, Drama, Horror, Sci-Fi",The Guyver:Bio-Booster Armor,OVA,6,Unknown,Unknown
1337,"Comedy, Demons, Fantasy, Horror, Shounen, Supernatural",Unknown,TV,25,Toei Animation,Manga
1338,"Action, Sci-Fi, Horror, Demons, Supernatural",Tokyo Revelation,OVA,2,J.C.Staff,Manga
1339,Hentai,Unknown,OVA,11,Unknown,Unknown
1340,"Supernatural, Horror, Seinen",Judge,OVA,1,Unknown,Manga
1341,"Action, Drama, Horror",Violence Jack:Slumking,OVA,1,"Production Reed, D.A.S.T., Studio 88",Unknown
1342,"Action, Drama, Horror",Violence Jack:Evil Town,OVA,1,Studio 88,Unknown
1343,"Action, Drama, Horror",Violence Jack:Hell's Wind,OVA,1,Unknown,Manga
1344,"Action, Sci-Fi, Drama",8 Man After,OVA,4,J.C.Staff,Manga
1345,"Action, Super Power, Demons, Seinen",Psychic Wars,OVA,1,Toei Animation,Novel
1346,"Sci-Fi, Adventure, Mystery, Dementia, Police, Psychological, Thriller, Mecha",AD Police Files,OVA,3,"AIC, Artmic",Original
1347,"Adventure, Mecha, Sci-Fi, Shounen",Unknown,OVA,8,"AIC, Artmic, Darts",Original
1348,"Action, Adventure, Mecha, Sci-Fi, Shounen",Unknown,OVA,3,Darts,Original
1349,"Action, Sci-Fi, Mecha, Shounen",A.D. Police:To Protect and Serve,TV,12,Plum,Original
1350,"Action, Sci-Fi, Police, Mecha",Unknown,OVA,3,AIC,Original
1351,"Action, Sci-Fi, Police",Unknown,OVA,6,D.A.S.T.,Original
1352,"Action, Adventure, Police, Sci-Fi",Cyber City,OVA,3,Madhouse,Original
1353,"Adventure, Fantasy, Hentai, Demons, Horror",Unknown,OVA,3,Phoenix Entertainment,Unknown
1355,"Action, Sci-Fi",Dark Warrior,OVA,2,Unknown,Unknown
1356,"Action, Super Power, Drama, Martial Arts",Fist of the North Star 2,TV,43,Toei Animation,Manga
1357,"Action, Martial Arts, Sci-Fi, Shounen",New Fist of the North Star,OVA,3,A.C.G.T.,Novel
1358,"Sci-Fi, Adventure, Shounen",Fist of the North Star:The Movie,Movie,1,Toei Animation,Manga
1359,"Hentai, Yuri",Body Transfer,OVA,2,Arms,Visual novel
1360,Hentai,Jiburiru:The Devil Angel,OVA,4,Unknown,Visual novel
1361,Sci-Fi,Final Fantasy:The Spirits Within,Movie,1,Square Enix,Game
1362,"Action, Martial Arts, Shounen",Street Fighter II:The Animated Movie,Movie,1,Group TAC,Game
1363,"Adventure, Mystery, Comedy, Police, Shounen",Case Closed Movie 4:Captured In Her Eyes,Movie,1,TMS Entertainment,Manga
1364,"Adventure, Police, Comedy, Mystery, Shounen",Case Closed Movie 5:Countdown to Heaven,Movie,1,TMS Entertainment,Manga
1365,"Adventure, Mystery, Police, Shounen",Case Closed:The Phantom of Baker Street,Movie,1,TMS Entertainment,Manga
1366,"Adventure, Mystery, Comedy, Police, Shounen",Unknown,Movie,1,TMS Entertainment,Manga
1367,"Adventure, Mystery, Comedy, Police, Shounen",Unknown,Movie,1,TMS Entertainment,Manga
1368,"Police, Comedy, Mystery, Shounen",Unknown,OVA,1,TMS Entertainment,Manga
1369,"Adventure, Mystery, Comedy, Shounen",Unknown,OVA,1,TMS Entertainment,Manga
1370,"Comedy, Dementia, Psychological, Fantasy",Mt. Head,Movie,1,Studio Deen,Other
1371,"Sci-Fi, Adventure, Historical, Supernatural, Drama",Bird of Fire,TV,13,Tezuka Productions,Manga
1372,"Action, Comedy, Police, Seinen",You're Under Arrest (1996),TV,47,Studio Deen,Manga
1373,Drama,Unknown,Special,4,Tezuka Productions,Manga
1374,"Adventure, Sci-Fi, Shounen",Unknown,TV,26,OLM,Manga
1375,"Comedy, Historical, Romance, School, Shoujo, Slice of Life",My Daddy Long Legs,TV,40,Nippon Animation,Novel
1376,"Comedy, Fantasy, Magic, Shoujo",Unknown,OVA,13,Toei Animation,Unknown
1377,"Sci-Fi, Space, Drama",Space Symphonic Poem Maetel:Galaxy Express 999 Side Story,TV,13,Azeta Pictures,Unknown
1378,"Action, Martial Arts, Samurai",Wrath of the Ninja,Movie,1,J.C.Staff,Unknown
1379,"Adventure, Drama, Fantasy",Unknown,Movie,1,A.C.G.T.,Light novel
1380,"Adventure, Drama, Horror, Mecha, Military, Romance, Sci-Fi, Space",Blue Gender:The Warrior,Movie,1,Unknown,Original
1381,"Action, Military, Romance, Sci-Fi, Space",Unknown,Special,1,Sunrise,Light novel
